Work ID,URL,Title,Authors,Fandoms,Language,Warnings,Ratings,Categories,Characters,Relationships,Tags,Words,Date Published,Date Updated,Chapters,Comments,Kudos,Bookmarks,Hits,Collections,Completion Status
46655962,https://archiveofourown.org/works/46655962,Mama Likes To Gaslight 妈妈喜欢摆弄人,yizzhuan_y,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Graphic Depictions Of Violence,Mature,F/F;F/M;Gen;M/M,Sū Xīyán;Tiānláng-jūn;Luò Bīnghé;Original Luò Bīnghé;Shěn Yuán | Shěn Qīngqiū;Original Characters;Chen Yanmu;Ming Ying;Yu Muxu;Shěn Jiǔ | Original Shěn Qīngqiū,Sū Xīyán/Tiānláng-jūn;Original Character(s)/Original Character(s);Tiānláng-jūn/Original Character(s);Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū;Original Luò Bīnghé/Shěn Jiǔ | Original Shěn Qīngqiū;Liǔ Qīnggē/Shěn Yuán | Shěn Qīngqiū (one-sided),Tags Contain Spoilers;One-Sided Liǔ Qīnggē/Shěn Yuán | Shěn Qīngqiū;One-Sided Shěn Yuán | Shěn Qīngqiū/Yuè Qīngyuán;One-Sided Original Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū;Eventual Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū;Endgame Original Luò Bīnghé/Shěn Jiǔ | Original Shěn Qīngqiū;Angst with a Happy Ending;Hurt/Comfort;Drama;Implied/Referenced Rape/Non-con;Implied Sexual Content;Family Dynamics;Don't Like Don't Read;made for my friends;We All Wanna Transmigrate;Shěn Jiǔ | Original Shěn Qīngqiū & Shěn Yuán | Shěn Qīngqiū are Twins;Luò Bīnghé and Original Luò Bīnghé are Twins,5749,2023.04.21,25 Apr 2023,4/?,1,19,8,308,0,Incomplete
46626484,https://archiveofourown.org/works/46626484,It Lies So Deep,piraninjedi,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Explicit,M/M,Mòběi-jūn;Shàng Qīnghuá;Shěn Yuán | Shěn Qīngqiū,Mòběi-jūn/Shàng Qīnghuá,Alternate Universe - Merpeople;Romance;Smut;Some Plot;Non-Human Genitalia;Blowjobs;handjobs;Consensual Somnophilia;Knotting;mentions of mpreg;No mpreg;merman Mobei Jun;merman shang qinghua;Bottom Mòběi-jūn;Top Shàng Qīnghuá;MerMay;cumplane friendship,7321,2023.04.20,20 Apr 2023,1/1,14,253,24,2764,0,Complete
46541770,https://archiveofourown.org/works/46541770,A Siren's Call,AndraZimus,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Not Rated,M/M,Liǔ Qīnggē;Shěn Yuán | Shěn Qīngqiū,Liǔ Qīnggē/Shěn Yuán | Shěn Qīngqiū,Fluff;Whipped Liǔ Qīnggē,578,2023.04.16,16 Apr 2023,1/1,4,176,12,1149,0,Complete
46543741,https://archiveofourown.org/works/46543741,Disciple Era Whoopsie Daisy,wanderingprince,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Creator Chose Not To Use Archive Warnings,Explicit,M/M,Liǔ Qīnggē;Shěn Jiǔ | Original Shěn Qīngqiū,Liǔ Qīnggē/Shěn Jiǔ | Original Shěn Qīngqiū,Mating Cycles/In Heat;Power Bottom Shěn Jiǔ | Original Shěn Qīngqiū;Alpha/Beta/Omega Dynamics;Omega Shěn Jiǔ | Original Shěn Qīngqiū;Alpha Liǔ Qīnggē;Disciple Shěn Jiǔ | Original Shěn Qīngqiū;Disciple Liǔ Qīnggē;Nesting;Shen Jiu's canonically tragic backstory is hinted at;i don't really know how to tag;I'm new to this;Please Forgive me;I just really love Shen Jiu;Trans Shěn Jiǔ | Original Shěn Qīngqiū,8275,2023.04.16,16 Apr 2023,1/1,27,730,88,6557,1,Complete
46557856,https://archiveofourown.org/works/46557856,Nine Town,puririnpa,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Major Character Death,General Audiences,Gen;M/M,Shěn Jiǔ | Original Shěn Qīngqiū;Original Luò Bīnghé;Original Yuè Qīngyuán;Original Liǔ Qīnggē;Original Liǔ Míngyān;Cāng Qióng Mountain Sect Peak Lords;Cāng Qióng Mountain Sect,Original Luò Bīnghé & Shěn Jiǔ | Original Shěn Qīngqiū,One-Sided Original Luò Bīnghé/Shěn Jiǔ | Original Shěn Qīngqiū;One-Sided Shěn Jiǔ | Original Shěn Qīngqiū/Yuè Qīngyuán;Angst;Hurt No Comfort;Tragedy;Endless Abyss (Scum Villain),470,2023.04.17,17 Apr 2023,1/1,4,31,4,264,0,Complete
46572241,https://archiveofourown.org/works/46572241,Idea for fanfiction crossover,PatiAlexa188,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù;穿书自救指南 | Scumbag System (Cartoon);山河令 | Word of Honor (TV 2021);天涯客 | Faraway Wanderers - priest;陈情令 | The Untamed (TV);魔道祖师 - 墨香铜臭 | Módào Zǔshī - Mòxiāng Tóngxiù;魔道祖师 | Módào Zǔshī (Cartoon);天官赐福 - 墨香铜臭 | Tiān Guān Cì Fú - Mòxiāng Tóngxiù;天官赐福 | Heaven Official's Blessing (Cartoon),English,No Archive Warnings Apply,Not Rated,No category,,,,502,2023.04.18,18 Apr 2023,1/1,2,2,0,73,0,Complete
46580608,https://archiveofourown.org/works/46580608,dream yet to be dreamed,Thisbeachamtea,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Graphic Depictions Of Violence;Rape/Non-Con,Not Rated,M/M,Shěn Jiǔ | Original Shěn Qīngqiū;Liǔ Qīnggē;Yuè Qīngyuán;Míng Fān (Scum Villain);Níng Yīngyīng;Warm Red Pavilion Prostitutes (Scum Villain);Shàng Qīnghuá;Mòběi-jūn;shen jiu's biological family;Original Characters,Shěn Jiǔ | Original Shěn Qīngqiū/Original Male Character(s);Liǔ Qīnggē/Shěn Jiǔ | Original Shěn Qīngqiū;Shěn Jiǔ | Original Shěn Qīngqiū/Yuè Qīngyuán;Cāng Qióng Mountain Sect Peak Lords & Shěn Jiǔ | Original Shěn Qīngqiū;Mòběi-jūn/Shàng Qīnghuá,Suicidal Thoughts;Self-Harm;Suicide Attempt;Angst;Hurt/Comfort;Misunderstandings;Original Character(s);Inaccurate Ancient Greek Religion & Lore;add in all the tags you see in a shen jiu fic;Guilt Trip;no the said suicidal bastard does NOT die;no matter how much he wishes;balance of masculinity and femininity;flirting but ominously;Body Worship;Word Games;shen jiu the literal ice princess;inaccurate irl geography;Family Feels;Oceanic creatures;a lot of the story takes part in sea (sqq pov);this is basically two stories in one on one hand is sqq's freedom outside the sect.;Slow Burn;on the other hand the qing jing trio in the sect;oc mermaids but with a twist;Action/Adventure;plot heavy,74521,2023.04.30,30 Apr 2023,8/8,40,116,27,2038,0,Complete
46523485,https://archiveofourown.org/works/46523485,Good things come to those who wait (But I ain't in a patient phase),Space_Samurai,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Explicit,M/M,Luò Bīnghé;Shěn Yuán | Shěn Qīngqiū,Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū,Plot What Plot/Porn Without Plot;Established Relationship;Seduction;Blow Jobs;Facials;Intercrural Sex;Premature Ejaculation,3153,2023.04.16,16 Apr 2023,1/1,46,804,128,5004,0,Complete
46463707,https://archiveofourown.org/works/46463707,The Face That Sunk a Thousand Ships,SweetTiramisu,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Explicit,F/F,Shěn Yuán | Shěn Qīngqiū;Shěn Jiǔ | Original Shěn Qīngqiū;Yuè Qīngyuán;Luò Bīnghé,Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū,Alternate Universe - Ancient Greek Religion & Lore Fusion;Aphrodite!Shěn Yuán | Shěn Qīngqiū;Helen of Troy!Luò Bīnghé;Oblivious Shěn Yuán | Shěn Qīngqiū;Useless Lesbians;Throne Sex;Alternate Universe - Gender Changes,5150,2023.04.13,13 Apr 2023,1/1,32,397,68,2954,0,Complete
46488283,https://archiveofourown.org/works/46488283,this peace relies on us,lyekissedfist,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù;穿书自救指南 | Scumbag System (Cartoon),English,Creator Chose Not To Use Archive Warnings,Explicit,M/M,Zhúzhī-láng;Liǔ Qīnggē;Tiānláng-jūn;Luò Bīnghé;Shěn Yuán | Shěn Qīngqiū;Mòběi-jūn;Shàng Qīnghuá;Liǔ Míngyān;Yáng Yīxuán,Liǔ Qīnggē/Zhúzhī-láng;Luò Bīnghé & Shěn Yuán | Shěn Qīngqiū;Mòběi-jūn/Shàng Qīnghuá,Alternate Universe - Arranged Marriage;Arranged Marriage;Marriage of Convenience;Strangers to Lovers;Spouses to Lovers;anger issues;Sweet snake boy;Rough Sex;Bondage;First Times;Unwanted marriage;Zhuzhi-lang is a sweetheart;Liu Qingge is an ass;But He Gets Better;Zhuzhi-lang's first time in the human realm;Age Difference;technically age swap;Zhuzhi-lang is younger;Jealousy,17162,2023.04.14,02 Aug 2023,17/?,90,180,30,3383,0,Incomplete
46458757,https://archiveofourown.org/works/46458757,Again? Again it is,Theworstpersoneverthankyouverymuch,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Graphic Depictions Of Violence,Explicit,M/M,Luò Bīnghé;Shěn Yuán | Shěn Qīngqiū;Shàng Qīnghuá;Mòběi-jūn;Shā Huálíng;Níng Yīngyīng;Liu Minyan;Gōngyí Xiāo;Lǎo Gōngzhǔ | Old Palace Master;Tiānláng-jūn;Zhúzhī-láng;Unidentified Genderfluid Character(s),Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū;Mòběi-jūn/Shàng Qīnghuá;Minor or Background Relationship(s),Time Travel;Established Relationship;Fluff and Angst;Panic Attacks;Issues with Eating;Heartbreak;post identity reveal;Suggestive language;smut in later chapters;Blaming everything on Xin Mo and the System;Mentions of Past Sexual-Assualt;References to Suicide;Anxious Luo Binghe;Shen Yuan’s internalized homophobia;shen yuan loves his husband;fight me;No beta we die like Luo Binghe’s hopes and dreams,36113,2023.04.13,20 Apr 2023,7/15,45,263,58,4903,0,Incomplete
46518343,https://archiveofourown.org/works/46518343,left your mark on me,pennydaniels,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Major Character Death,Explicit,F/M,Shěn Jiǔ | Original Shěn Qīngqiū;Liǔ Qīnggē;Luò Bīnghé;Yuè Qīngyuán;Liǔ Míngyān,Liǔ Qīnggē/Shěn Jiǔ | Original Shěn Qīngqiū;Original Luò Bīnghé/Shěn Jiǔ | Original Shěn Qīngqiū,Alternate Universe - Gender Changes;Female Shěn Jiǔ | Original Shěn Qīngqiū;a warning for major character death x 2;self-reflection and self-forgiveness;more introspection than serious plot;usual warnings for Shen Qingqiu's terrible backstory;and squicky consent in a PIDW harem way,49485,2023.04.16,16 Apr 2023,1/1,220,708,239,5698,0,Complete
46443610,https://archiveofourown.org/works/46443610,Truly The Best Worst Timing,AceOfDivineChlorophyll,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Creator Chose Not To Use Archive Warnings,Mature,M/M,Luò Bīnghé;Shěn Yuán | Shěn Qīngqiū,Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū,Post-Endless Abyss (Scum Villain);Jīnlán City (Scum Villain);Bathing/Washing;minor injury;Non-Consensual Blood Drinking;Blood Parasites (Scum Villain);demonic flirting;Binghe seemingly being mature and controlled;In reality he’s not;It’s just that seeing a naked SQQ kinda short circuited his brain;And then SQQ was bleeding so… panic;Communication;or at least an attempt at;SQQ is trying his best okay;Faking shamelessness till you have it;cursing,9962,2023.04.12,12 Apr 2023,1/1,96,1348,304,7544,0,Complete
46425688,https://archiveofourown.org/works/46425688,the bridge that burns behind us,teadrunk,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Creator Chose Not To Use Archive Warnings,Explicit,F/F,Liǔ Míngyān;Original Liǔ Míngyān;Qí Qīngqī;Original Qi Qingqi;Luò Bīnghé;Original Luò Bīnghé;Níng Yīngyīng;Original Níng Yīngyīng,Liǔ Míngyān/Qí Qīngqī;Liǔ Míngyān & Liǔ Qīnggē;Liǔ Míngyān & Qí Qīngqī;Minor or Background Relationship(s);Liǔ Míngyān/Original Luò Bīnghé,Alternate Universe - Proud Immortal Demon Way (Scum Villain);Complicated Relationships;Prisoner of War;Captor/Captive;Mildly Dubious Consent;Angst;Eventual Happy Ending;Qi Qingqi-centric;Liǔ Míngyān-centric;it is a crime that these are not already canonized tags;Porn With Plot;Character Study;Hate Sex;Eventually!;Tender Sex;also eventually (but more eventually),8197,2023.04.19,19 Apr 2023,3/6,6,9,2,118,0,Incomplete
46445098,https://archiveofourown.org/works/46445098,Binghe THE Snakes and Ladders Champion,Remy135,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,General Audiences,M/M,Luò Bīnghé;Shěn Yuán | Shěn Qīngqiū,Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū,Mentions of Shen Yuan’s unnamed sister;Fluff and Angst;Mild Hurt/Comfort;Board Games;Post-Canon,935,2023.04.12,12 Apr 2023,1/1,9,148,15,667,0,Complete
46411468,https://archiveofourown.org/works/46411468,Don’t Ignore Me Shizun!,Remy135,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,General Audiences,M/M,Luò Bīnghé;Shěn Yuán | Shěn Qīngqiū,Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū,Short & Sweet;Fluff;Shen Qingqiu tried his best;But Binghe is a suck,532,2023.04.11,11 Apr 2023,1/1,4,196,15,1275,0,Complete
46424476,https://archiveofourown.org/works/46424476,Steal My Sun,vanderdaddy,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Creator Chose Not To Use Archive Warnings,Explicit,M/M,Shàng Qīnghuá;Mòběi-jūn;Shěn Yuán | Shěn Qīngqiū;Luò Bīnghé,Mòběi-jūn/Shàng Qīnghuá,Hurt/Comfort;Angst;Self-Harm;Suicide Attempt;Alternate Universe;Alternate Universe - The Last of Us Setting;Blood and Violence;Other Additional Tags to Be Added,4840,2023.04.11,11 Apr 2023,1/?,9,33,1,268,0,Incomplete
46353109,https://archiveofourown.org/works/46353109,Cut Flowers are Still Beautiful,VictorianFlower,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Teen And Up Audiences,M/M,Shěn Jiǔ | Original Shěn Qīngqiū;Liǔ Qīnggē;Mù Qīngfāng;Níng Yīngyīng;Míng Fān,Liǔ Qīnggē/Shěn Jiǔ | Original Shěn Qīngqiū,Vulnerability;Angst;Qi Deviation;Seizures;Medical issues;that get progressively worse;Low Self-Esteem;Caretaking;Not Beta Read;Aphasia;Forgetfulness;Some Fluff;Hopeful Ending,8607,2023.04.09,03 Jul 2023,5/?,54,491,92,6270,0,Incomplete
46374289,https://archiveofourown.org/works/46374289,"For You, I Am",ShenJiusMissingLimbs,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,General Audiences,M/M,Shěn Yuán | Shěn Qīngqiū;Luò Bīnghé;System (Scum Villain),Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū,Alternate Universe - Canon Divergence;Self-Esteem Issues;Abandonment Issues;Luo Binghe is the one who needs comfort here;Hurt/Comfort;Emotional Hurt/Comfort;Fluff;Transmigrator Luò Bīnghé;Identity Reveal,1706,2023.06.02,02 Jun 2023,1/1,0,173,14,1719,0,Complete
46393132,https://archiveofourown.org/works/46393132,Top Notes of Violence,zarasu,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Teen And Up Audiences,M/M,Luò Bīnghé;Shěn Yuán | Shěn Qīngqiū,Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū,Alpha/Beta/Omega Dynamics;Omegaverse;Alpha Luò Bīnghé;Omega Shěn Yuán | Shěn Qīngqiū;Fake/Pretend Relationship;Binghe smells angry;All the time;mood tbh;Additional Warnings In Author's Note;Modern Era,3679,2023.04.10,10 Apr 2023,1/1,57,1937,268,8739,0,Complete
46404385,https://archiveofourown.org/works/46404385,With you <3 . (Liu mingyan x Sha Hualing),Herefortheride_5,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Creator Chose Not To Use Archive Warnings;Major Character Death;No Archive Warnings Apply,Not Rated,F/F,Liǔ Míngyān;Liǔ Qīnggē;Shěn Yuán | Shěn Qīngqiū;Luò Bīnghé;Shā Huálíng,Liǔ Míngyān/Shā Huálíng,Fluff and Angst;Lemons&lt;3;Smut;Breastfeeding;Cooking;Oral,454,2023.04.11,11 Apr 2023,1/1,0,5,1,184,0,Complete
46406293,https://archiveofourown.org/works/46406293,beautiful,technorat,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Explicit,M/M,Shěn Jiǔ | Original Shěn Qīngqiū;Original Luò Bīnghé;Zhúzhī-láng;Tiānláng-jūn,Shěn Jiǔ | Original Shěn Qīngqiū/Zhúzhī-láng;Shěn Jiǔ | Original Shěn Qīngqiū/Tiānláng-jūn;Shen Jiŭ | Original Shěn Qīngqiū/Original Luò Bīnghé,pussy!Shen Jiu;Shameless Smut;Smut;Plot What Plot/Porn Without Plot;Double Penetration in Two Holes;Double Penetration,2356,2023.04.11,11 Apr 2023,1/1,35,1078,117,7963,0,Complete
46330336,https://archiveofourown.org/works/46330336,The Sword And His Shield,blackflowertea,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Teen And Up Audiences,M/M,Shěn Jiǔ | Original Shěn Qīngqiū;Liǔ Qīnggē;Yuè Qīngyuán;Previous Generation Cāng Qióng Mountain Sect Peak Lords;Cāng Qióng Mountain Sect Peak Lords,Liǔ Qīnggē/Shěn Jiǔ | Original Shěn Qīngqiū,Alternate Universe - Canon Divergence;Bai Zhan Shen Jiu;Fluff and Angst;Originally Posted Elsewhere;Originally a twitterfic;Slice of Life;what if baby liujiu became friends;and then fell in love;Qijiu reconciliation;Everybody Lives;Explicit sexual content in Chapter 16;Shěn Jiǔ | Original Shěn Qīngqiū Gets a Happy Ending,85976,2023.04.07,07 Jul 2023,17/17,552,1807,594,25698,4,Complete
46325590,https://archiveofourown.org/works/46325590,The Taste of Betrayal,Lili93Rosen,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Major Character Death;Rape/Non-Con;Underage,Teen And Up Audiences,F/M;M/M,Shěn Jiǔ | Original Shěn Qīngqiū;Original Níng Yīngyīng,Original Luò Bīnghé/Original Níng Yīngyīng;Original Luò Bīnghé/Original Luò Bīnghé's Harem,Rape/Non-con Elements;Not Ning Yingying friendly;Betrayal,1771,2023.04.07,07 Apr 2023,1/1,0,96,9,1376,0,Complete
46311286,https://archiveofourown.org/works/46311286,Campfire Cooking in Proud Immortal Demon Way,Hannipenguin,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Creator Chose Not To Use Archive Warnings,Not Rated,M/M,Luò Bīnghé;Shen Yuan,Original Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū,Shen yuan is an npc;based on anime;Campfire Cooking in Another World with My Absurd Skill;shen yuan is not Shen Qingqiu;the other Cang Qiong Mountain Peak Lords are all long dead,3449,2023.04.07,10 Jun 2023,2/?,52,821,174,4427,0,Incomplete
46304977,https://archiveofourown.org/works/46304977,Soul Snatchers,mylo_4,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,General Audiences,No category,Shěn Yuán | Shěn Qīngqiū;Luò Bīnghé;Yuè Qīngyuán;Níng Yīngyīng,Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū,,7984,2023.04.07,15 Apr 2023,7/7,0,9,1,237,0,Complete
46322038,https://archiveofourown.org/works/46322038,"Two Bros, Chillin In a Hot Tub",summerdays_winternights,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Teen And Up Audiences,M/M,Shěn Yuán | Shěn Qīngqiū;Shàng Qīnghuá;Liǔ Qīnggē,Liǔ Qīnggē/Shěn Yuán | Shěn Qīngqiū,Memes;Crack;this is not serious at all;actually this is the most ridiculous thing i've ever written;vine references;Not Beta Read;platonic cumplane,1532,2023.04.07,07 Apr 2023,1/1,19,329,45,1937,0,Complete
46232392,https://archiveofourown.org/works/46232392,A Web of Veils and Wine,zarasu,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Teen And Up Audiences,F/F,Luò Bīnghé;Shěn Yuán | Shěn Qīngqiū,Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū,Genderbending;Black Widow Binghe;lesbingqiu;Rich socialite Shen Qingqiu;Manipulative Binghe;Gold Digger Binghe;Gay Disaster Shen Qingqiu;Happy Ending;Ficlet,1485,2023.04.03,03 Apr 2023,1/1,24,641,77,2562,1,Complete
46293163,https://archiveofourown.org/works/46293163,True Love's Nut,knothim,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Explicit,M/M,Shěn Yuán | Shěn Qīngqiū;Luò Bīnghé,Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū,Alternate Universe - Modern Setting;Light Angst;Happy Ending;Ghost!Binghe;Spirit!Binghe;Kissing;Masturbation;Voyeurism;Exhibitionism;Almost Somnophilia;Mutual Masturbation;Frottage;Come as Lube;Anal Fingering;Anal Sex;Comedy,24024,2023.04.08,01 Jul 2023,10/10,176,366,57,5077,0,Complete
46272154,https://archiveofourown.org/works/46272154,Secret,Lili93Rosen,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Creator Chose Not To Use Archive Warnings,General Audiences,M/M,Original Liǔ Qīnggē;Shěn Jiǔ | Original Shěn Qīngqiū,Liǔ Qīnggē/Shěn Jiǔ | Original Shěn Qīngqiū,First Love;Secret Crush,1244,2023.04.05,05 Apr 2023,1/1,2,204,18,1669,0,Complete
46263640,https://archiveofourown.org/works/46263640,Art - Liushen,tell_some_storm,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,General Audiences,M/M,Liǔ Qīnggē;Shěn Yuán | Shěn Qīngqiū,Liǔ Qīnggē/Shěn Yuán | Shěn Qīngqiū,Art;Fanart;Mixed Media;Kissing;First Kiss;Fluff;Happy Ending;Falling In Love;Unresolved Romantic Tension;Portraits;Fan Comics,12,2023.04.05,15 May 2023,6/7,6,137,12,1335,0,Incomplete
46280560,https://archiveofourown.org/works/46280560,Early Morning Hours,zarasu,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Explicit,Other,Luò Bīnghé;Shěn Yuán | Shěn Qīngqiū,Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū,Nonbinary Luo Binghe;Smut;Plot What Plot/Porn Without Plot;Binghe has a pussy;trophy wife Binghe;spoiled brat Binghe;The libido of a Binghe with a pussy could shake mountains;Shen Yuan is lubed up with love;Ficlet,1941,2023.04.06,06 Apr 2023,1/1,10,430,54,3396,1,Complete
46229218,https://archiveofourown.org/works/46229218,Storm of White Fire,English is my death (Lena013),人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù;天官赐福 - 墨香铜臭 | Tiān Guān Cì Fú - Mòxiāng Tóngxiù;魔道祖师 - 墨香铜臭 | Módào Zǔshī - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Teen And Up Audiences,Gen,Liǔ Qīnggē;Shěn Jiǔ | Original Shěn Qīngqiū;Cāng Qióng Mountain Sect Peak Lords;Original Luò Bīnghé;Liǔ Míngyān;Wèi Yīng | Wèi Wúxiàn;Huā Chéng (Tiān Guān Cì Fú);Shàng Qīnghuá;He Xuan in their hearts,Liǔ Qīnggē & Shěn Jiǔ | Original Shěn Qīngqiū;Liǔ Qīnggē & Everyone;Liǔ Qīnggē & Wèi Yīng | Wèi Wúxiàn;Huā Chéng (Tiān Guān Cì Fú) & Liǔ Qīnggē;Huā Chéng (Tiān Guān Cì Fú) & Wèi Yīng | Wèi Wúxiàn;Huā Chéng (Tiān Guān Cì Fú) & Wèi Yīng | Wèi Wúxiàn & Liǔ Qīnggē;Liǔ Qīnggē & Original Luò Bīnghé;Original Luò Bīnghé & Wèi Yīng | Wèi Wúxiàn;Liǔ Míngyān & Liǔ Qīnggē;Cāng Qióng Mountain Sect Peak Lords & Liǔ Qīnggē;Cāng Qióng Mountain Sect Peak Lords & Shěn Jiǔ | Original Shěn Qīngqiū,Liǔ Qīnggē is a Calamity (Tiān Guān Cì Fú);Wèi Yīng | Wèi Wúxiàn is a Calamity (Tiān Guān Cì Fú);Wei Ying the Child of Two Calamities;I Can't Believe I Wrote This;Minor Huā Chéng/Xiè Lián;Minor Hè Xuán/Huā Chéng (Tiān Guān Cì Fú);BAMF Wèi Yīng | Wèi Wúxiàn;BAMF Liǔ Qīnggē;Alternate Universe - Canon Divergence;Ghost Liǔ Qīnggē;POV Liǔ Qīnggē;Protective Liǔ Qīnggē;Post-Canon TGCF;Post-Canon MDZ;Yílíng Lǎozǔ Wèi Yīng | Wèi Wúxiàn;all the Calamities here are dramatic idiots;Reincarnated in Shěn Jiǔ | Original Shěn Qīngqiū;Attractive Wèi Yīng | Wèi Wúxiàn;thousand years pass;Airplane Bro Shàng Qīnghuá;Yandere Liǔ Qīnggē,3658,2023.04.03,03 Apr 2023,1/1,8,324,55,3198,0,Complete
46189936,https://archiveofourown.org/works/46189936,In the carriage,Sakuja,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Creator Chose Not To Use Archive Warnings,Explicit,M/M,Mù Qīngfāng;Shěn Jiǔ | Original Shěn Qīngqiū,Mù Qīngfāng/Shěn Jiǔ | Original Shěn Qīngqiū,Plot What Plot/Porn Without Plot;Porn;Porn with Feelings;POV Mù Qīngfāng;Attractive Shěn Jiǔ | Original Shěn Qīngqiū;Blow Jobs;Dubiously Consensual Blow Jobs;Blow Jobs in a Car;Dirty Talk,1022,2023.04.02,02 Apr 2023,1/1,13,318,35,3245,0,Complete
